,location,total_sqft,bath,balcony,price,bhk
6555,Singasandra,1300.0,2.0,2.0,65.0,2
6556,Singasandra,3126.0,4.0,2.0,120.0,4
6557,Singasandra,1464.0,3.0,2.0,56.0,3
6558,Singasandra,1010.0,2.0,1.0,40.0,2
6559,Singasandra,1375.0,2.0,3.0,58.0,2
6560,Singasandra,1120.0,2.0,1.0,60.0,2
6561,Singasandra,1510.0,3.0,2.0,75.0,3
6562,Singasandra,1179.0,2.0,2.0,56.0,2
6563,Singasandra,1416.0,2.0,2.0,67.0,2
6564,Singasandra,1476.0,2.0,1.0,73.0,3
6565,Singasandra,1139.7,2.0,1.0,45.0,2
6566,Singasandra,1465.0,2.0,3.0,60.0,2
6567,Singasandra,1464.0,3.0,2.0,56.0,3
6568,Singasandra,1653.0,3.0,2.0,85.0,3
6569,Somasundara Palya,1255.0,2.0,2.0,67.0,2
6570,Somasundara Palya,1448.0,2.0,2.0,68.0,2
6571,Somasundara Palya,1570.0,3.0,3.0,68.0,3
6572,Somasundara Palya,1178.0,2.0,3.0,73.0,2
6573,Somasundara Palya,1260.0,2.0,1.0,60.0,2
6574,Somasundara Palya,1033.0,2.0,2.0,48.0,2
6575,Somasundara Palya,1329.0,2.0,2.0,70.0,2
6576,Somasundara Palya,2372.0,3.0,2.0,140.0,3
6577,Somasundara Palya,1185.0,2.0,3.0,70.0,2
6578,Somasundara Palya,1575.0,3.0,3.0,68.0,3
6579,Somasundara Palya,1600.0,3.0,3.0,68.0,3
6580,Somasundara Palya,1600.0,3.0,3.0,69.0,3
6581,Somasundara Palya,2400.0,3.0,3.0,140.0,4
6582,Somasundara Palya,1650.0,3.0,2.0,95.0,3
6583,Somasundara Palya,1186.0,2.0,3.0,72.0,2
6584,Somasundara Palya,1600.0,3.0,3.0,69.0,3
6585,Sompura,825.0,2.0,1.0,33.0,2
6586,Sompura,1025.0,2.0,0.0,37.0,3
6587,Sompura,1020.0,2.0,3.0,41.0,2
6588,Sompura,1126.0,2.0,2.0,39.0,2
6589,Sompura,825.0,2.0,1.0,32.0,2
6590,Sompura,1360.0,2.0,3.0,45.0,3
6591,Sompura,1350.0,2.0,2.0,47.0,3
6592,Sompura,2150.0,3.0,2.0,85.0,4
6593,Sonnenahalli,1415.0,2.0,1.0,55.0,3
6594,Sonnenahalli,896.0,2.0,1.0,43.75,2
6595,Sonnenahalli,1120.0,2.0,2.0,43.0,2
6596,Sonnenahalli,1100.0,2.0,1.0,44.0,2
6597,Sonnenahalli,1011.0,2.0,1.0,50.53,2
6598,Sonnenahalli,614.5,1.0,0.0,30.715,1
6599,Sonnenahalli,1484.0,3.0,1.0,74.18,3
6600,Sonnenahalli,1610.0,3.0,2.0,80.48,3
6601,Sonnenahalli,1415.0,2.0,1.0,65.0,3
6602,Sonnenahalli,1268.0,2.0,1.0,58.0,2
6603,Sonnenahalli,1268.0,2.0,1.0,56.0,2
6604,Sonnenahalli,605.0,1.0,1.0,30.24,1
6605,Sonnenahalli,1484.0,3.0,1.0,75.0,3
6606,Subramanyapura,929.0,2.0,0.0,50.17,2
6607,Subramanyapura,1200.0,2.0,2.0,52.0,2
6608,Subramanyapura,975.0,2.0,1.0,58.0,2
6609,Subramanyapura,1277.0,2.0,2.0,55.0,2
6610,Subramanyapura,985.0,2.0,1.0,58.0,2
6611,Subramanyapura,1245.0,2.0,1.0,68.0,3
6612,Subramanyapura,1313.0,2.0,2.0,73.0,2
6613,Subramanyapura,1313.0,2.0,2.0,66.5,2
6614,Subramanyapura,1255.0,2.0,2.0,79.0,3
6615,Subramanyapura,1330.0,3.0,2.0,72.0,3
6616,Subramanyapura,929.0,2.0,1.0,48.0,2
6617,Subramanyapura,950.0,2.0,1.0,55.0,2
6618,Subramanyapura,929.0,2.0,1.0,56.0,2
6619,Subramanyapura,1800.0,3.0,2.0,90.0,3
6620,Subramanyapura,1260.0,2.0,2.0,76.0,3
6621,Subramanyapura,1278.0,2.0,2.0,59.0,3
6622,Subramanyapura,960.0,2.0,1.0,55.0,2
6623,Subramanyapura,1260.0,2.0,1.0,73.0,3
6624,Subramanyapura,1278.0,3.0,2.0,62.71,3
6625,Subramanyapura,1278.0,3.0,2.0,70.0,3
6626,Subramanyapura,929.0,2.0,2.0,49.0,2
6627,Subramanyapura,1260.0,2.0,1.0,75.0,3
6628,Subramanyapura,1000.0,2.0,1.0,45.0,2
6629,Subramanyapura,2495.0,3.0,3.0,130.0,3
6630,Subramanyapura,929.0,1.0,2.0,51.0,2
6631,Subramanyapura,1880.0,3.0,2.0,110.0,3
6632,Subramanyapura,1800.0,3.0,2.0,80.0,3
6633,Sultan Palaya,1700.0,3.0,3.0,120.0,3
6634,Sultan Palaya,1100.0,2.0,1.0,45.0,2
6635,Sultan Palaya,900.0,2.0,2.0,45.0,2
6636,Sultan Palaya,870.0,2.0,1.0,65.0,2
6637,Sultan Palaya,1765.0,3.0,3.0,80.0,3
6638,Sultan Palaya,1713.0,3.0,3.0,125.0,3
6639,Sultan Palaya,1009.0,2.0,1.0,65.0,2
6640,Sultan Palaya,5000.0,5.0,2.0,325.0,4
6641,Sultan Palaya,1070.0,2.0,2.0,49.0,2
6642,TC Palaya,1475.0,3.0,1.0,98.0,3
6643,TC Palaya,1200.0,2.0,0.0,60.0,2
6644,TC Palaya,1200.0,2.0,0.0,66.0,3
6645,TC Palaya,1600.0,2.0,2.0,65.0,3
6646,TC Palaya,1200.0,3.0,0.0,66.0,3
6647,TC Palaya,1350.0,2.0,1.0,75.0,3
6648,TC Palaya,1240.0,2.0,1.0,60.0,2
6649,TC Palaya,1500.0,2.0,1.0,100.0,3
6650,TC Palaya,1200.0,2.0,0.0,65.0,2
6651,TC Palaya,1200.0,2.0,0.0,70.0,2
6652,TC Palaya,900.0,2.0,0.0,55.0,2
6653,TC Palaya,1200.0,2.0,0.0,66.0,3
6654,TC Palaya,1200.0,2.0,0.0,66.5,3
6655,TC Palaya,4800.0,3.0,3.0,302.0,4
6656,TC Palaya,1000.0,2.0,0.0,64.0,2
6657,TC Palaya,1100.0,3.0,1.0,50.0,3
6658,TC Palaya,900.0,2.0,0.0,55.0,2
6659,TC Palaya,1200.0,2.0,0.0,66.0,2
6660,TC Palaya,1440.0,5.0,1.0,100.0,5
6661,TC Palaya,1200.0,2.0,0.0,66.0,3
6662,TC Palaya,1200.0,2.0,0.0,66.5,3
6663,TC Palaya,900.0,2.0,0.0,55.0,2
6664,TC Palaya,1200.0,2.0,0.0,66.0,3
6665,TC Palaya,900.0,2.0,0.0,55.0,2
6666,TC Palaya,1500.0,3.0,0.0,83.0,3
6667,TC Palaya,1350.0,3.0,1.0,60.0,3
6668,TC Palaya,1200.0,2.0,0.0,65.0,2
6669,TC Palaya,1500.0,2.0,0.0,75.0,2
6670,TC Palaya,1200.0,2.0,0.0,66.0,3
6671,TC Palaya,1000.0,2.0,0.0,70.0,2
6672,TC Palaya,1100.0,2.0,0.0,65.0,2
6673,TC Palaya,1200.0,3.0,0.0,66.0,3
6674,TC Palaya,1200.0,2.0,0.0,66.0,3
6675,TC Palaya,1200.0,2.0,0.0,66.0,3
6676,TC Palaya,1800.0,2.0,2.0,80.0,2
6677,TC Palaya,1400.0,5.0,1.0,97.0,5
6678,TC Palaya,1200.0,2.0,0.0,66.0,3
6679,TC Palaya,1200.0,2.0,1.0,70.0,2
6680,TC Palaya,1350.0,1.0,0.0,55.0,1
6681,TC Palaya,900.0,2.0,0.0,55.0,2
6682,TC Palaya,900.0,2.0,0.0,55.0,2
6683,TC Palaya,1082.0,2.0,2.0,64.0,2
6684,TC Palaya,1440.0,5.0,2.0,97.0,5
6685,TC Palaya,1995.0,3.0,1.0,100.0,3
6686,TC Palaya,1200.0,2.0,0.0,66.0,3
6687,TC Palaya,1200.0,2.0,0.0,66.0,3
6688,TC Palaya,1152.0,2.0,2.0,55.0,2
6689,TC Palaya,1200.0,2.0,0.0,66.0,3
6690,TC Palaya,1200.0,2.0,0.0,66.0,3
6691,TC Palaya,1200.0,2.0,0.0,66.0,3
6692,Talaghattapura,1868.0,3.0,2.0,131.0,3
6693,Talaghattapura,2038.5,3.0,0.0,120.0,3
6694,Talaghattapura,2106.0,3.0,2.0,126.0,3
6695,Talaghattapura,1868.0,3.0,1.0,121.0,3
6696,Talaghattapura,2106.0,3.0,2.0,126.0,3
6697,Talaghattapura,1868.0,3.0,1.0,135.0,3
6698,Talaghattapura,1856.0,3.0,2.0,135.0,3
6699,Talaghattapura,1868.0,3.0,1.0,120.0,3
6700,Talaghattapura,1804.0,3.0,1.0,115.0,3
6701,Talaghattapura,1856.0,3.0,2.0,135.0,3
6702,Talaghattapura,2254.0,3.0,2.0,153.0,3
6703,Talaghattapura,2106.0,3.0,3.0,148.0,3
6704,Talaghattapura,1856.0,3.0,2.0,135.0,3
6705,Talaghattapura,2273.0,3.0,3.0,159.0,3
6706,Talaghattapura,2099.0,3.0,3.0,147.0,3
6707,Talaghattapura,1100.0,2.0,0.0,50.0,2
6708,Talaghattapura,1100.0,2.0,1.0,49.49,2
6709,Talaghattapura,1575.0,3.0,2.0,80.0,3
6710,Talaghattapura,2273.0,3.0,2.0,145.0,3
6711,Talaghattapura,1175.0,2.0,2.0,62.0,2
6712,Talaghattapura,1804.0,3.0,2.0,127.0,3
6713,Talaghattapura,1062.0,2.0,1.0,42.48,2
6714,Talaghattapura,2038.5,3.0,0.0,122.0,3
6715,Talaghattapura,1800.0,3.0,1.0,84.0,3
6716,Talaghattapura,2265.0,3.0,3.0,159.0,3
6717,Talaghattapura,2099.0,3.0,2.0,134.0,3
6718,Thanisandra,510.0,1.0,0.0,25.25,1
6719,Thanisandra,1296.0,2.0,3.0,80.0,2
6720,Thanisandra,1436.0,3.0,1.0,74.75,3
6721,Thanisandra,2144.0,3.0,2.0,145.0,3
6722,Thanisandra,1075.0,2.0,2.0,45.8,2
6723,Thanisandra,445.0,1.0,0.0,28.0,1
6724,Thanisandra,1296.0,2.0,2.0,83.0,2
6725,Thanisandra,1825.0,3.0,2.0,100.0,3
6726,Thanisandra,2144.0,3.0,2.0,135.0,3
6727,Thanisandra,1240.0,2.0,1.0,62.0,3
6728,Thanisandra,1093.0,2.0,2.0,70.0,2
6729,Thanisandra,1265.0,2.0,1.0,79.0,3
6730,Thanisandra,1651.0,3.0,3.0,97.38,3
6731,Thanisandra,1265.0,2.0,2.0,85.0,2
6732,Thanisandra,510.0,1.0,1.0,25.25,1
6733,Thanisandra,776.5,2.0,2.0,48.145,1
6734,Thanisandra,1564.0,3.0,1.0,101.0,3
6735,Thanisandra,1183.0,2.0,1.0,58.56,2
6736,Thanisandra,1847.0,3.0,2.0,123.0,3
6737,Thanisandra,1800.0,3.0,3.0,90.0,3
6738,Thanisandra,1697.0,3.0,2.0,114.0,3
6739,Thanisandra,1050.0,2.0,2.0,45.0,2
6740,Thanisandra,3500.0,5.0,0.0,160.0,6
6741,Thanisandra,1573.0,3.0,2.0,95.0,3
6742,Thanisandra,1917.0,3.0,3.0,122.0,3
6743,Thanisandra,693.0,1.0,1.0,34.3,1
6744,Thanisandra,1098.0,2.0,1.0,68.0,2
6745,Thanisandra,760.0,1.0,2.0,50.3,1
6746,Thanisandra,1111.0,2.0,1.0,50.0,2
6747,Thanisandra,1185.5,2.0,0.0,58.68,2
6748,Thanisandra,2002.0,3.0,2.0,112.0,3
6749,Thanisandra,1634.0,3.0,3.0,78.0,3
6750,Thanisandra,2000.0,3.0,2.0,99.0,3
6751,Thanisandra,1050.0,2.0,2.0,46.0,2
6752,Thanisandra,1588.0,3.0,1.0,75.55,3
6753,Thanisandra,1697.0,3.0,2.0,115.0,3
6754,Thanisandra,1380.0,1.0,1.0,62.1,1
6755,Thanisandra,923.0,1.0,1.0,60.84,1
6756,Thanisandra,1743.0,3.0,2.0,93.25,3
6757,Thanisandra,923.0,1.0,1.0,45.69,1
6758,Thanisandra,1183.0,2.0,1.0,59.74,2
6759,Thanisandra,1296.0,2.0,2.0,72.0,2
6760,Thanisandra,1020.0,2.0,1.0,44.5,2
6761,Thanisandra,1698.0,3.0,2.0,102.0,3
6762,Thanisandra,1411.0,3.0,1.0,93.04,3
6763,Thanisandra,1996.0,3.0,2.0,135.0,3
6764,Thanisandra,1801.0,3.0,1.0,115.0,3
6765,Thanisandra,1265.0,2.0,2.0,82.0,2
6766,Thanisandra,1100.0,2.0,1.0,48.0,2
6767,Thanisandra,1917.0,4.0,2.0,113.0,3
6768,Thanisandra,662.0,1.0,1.0,42.0,1
6769,Thanisandra,2100.0,4.0,1.0,95.0,4
6770,Thanisandra,1948.0,3.0,2.0,130.0,3
6771,Thanisandra,1922.0,3.0,3.0,106.0,3
6772,Thanisandra,1098.0,2.0,1.0,74.0,2
6773,Thanisandra,1437.0,2.0,1.0,71.13,2
6774,Thanisandra,1564.0,3.0,1.0,104.0,3
6775,Thanisandra,1241.0,2.0,1.0,61.0,3
6776,Thanisandra,1200.0,2.0,1.0,65.0,3
6777,Thanisandra,1732.0,3.0,1.0,85.73,3
6778,Thanisandra,1917.0,4.0,2.0,100.0,3
6779,Thanisandra,1250.0,1.0,1.0,54.0,2
6780,Thanisandra,2127.0,3.0,2.0,135.0,3
6781,Thanisandra,2336.5,3.0,0.0,115.89,3
6782,Thanisandra,1276.0,2.0,2.0,75.0,2
6783,Thanisandra,693.0,1.0,1.0,34.3,1
6784,Thanisandra,2259.0,5.0,2.0,135.0,4
6785,Thanisandra,1265.0,2.0,1.0,78.0,2
6786,Thanisandra,1732.0,3.0,3.0,85.73,3
6787,Thanisandra,934.0,2.0,2.0,55.0,2
6788,Thanisandra,1056.0,2.0,2.0,68.0,2
6789,Thanisandra,1595.0,3.0,1.0,110.0,3
6790,Thanisandra,1411.0,3.0,1.0,93.15,3
6791,Thanisandra,1093.0,2.0,1.0,68.1,2
6792,Thanisandra,1370.0,2.0,1.0,61.0,3
6793,Thanisandra,1093.0,2.0,2.0,72.0,2
6794,Thanisandra,1200.0,2.0,1.0,53.5,2
6795,Thanisandra,1698.0,3.0,2.0,107.0,3
6796,Thanisandra,1564.0,3.0,1.0,105.0,3
6797,Thanisandra,1265.0,2.0,1.0,83.0,2
6798,Thanisandra,784.0,1.0,0.0,35.285,1
6799,Thanisandra,965.0,2.0,1.0,56.0,2
6800,Thanisandra,1546.0,3.0,1.0,95.0,3
6801,Thanisandra,777.0,1.0,0.0,38.535,1
6802,Thanisandra,1697.0,3.0,2.0,110.0,3
6803,Thanisandra,1492.0,3.0,1.0,88.0,3
6804,Thanisandra,2072.0,3.0,2.0,122.0,3
6805,Thanisandra,1880.0,3.0,3.0,120.0,3
6806,Thanisandra,760.0,1.0,2.0,50.0,1
6807,Thanisandra,1200.0,2.0,3.0,60.0,2
6808,Thanisandra,933.0,2.0,1.0,58.0,1
6809,Thanisandra,1917.0,3.0,2.0,110.0,3
6810,Thanisandra,1996.0,4.0,1.0,123.0,3
6811,Thanisandra,1183.0,2.0,1.0,77.25,2
6812,Thanisandra,1491.0,3.0,1.0,88.0,3
6813,Thanisandra,1881.0,3.0,2.0,95.0,3
6814,Thanisandra,662.0,1.0,1.0,29.0,1
6815,Thanisandra,1183.0,2.0,2.0,58.56,2
6816,Thanisandra,1564.0,3.0,2.0,100.0,3
6817,Thanisandra,662.0,1.0,0.0,45.0,1
6818,Thanisandra,1573.0,3.0,2.0,98.0,3
6819,Thanisandra,1262.0,2.0,1.0,83.0,3
6820,Thanisandra,1056.0,2.0,2.0,65.0,2
6821,Thanisandra,1131.0,2.0,0.0,55.975,2
6822,Thanisandra,1702.0,3.0,2.0,115.0,3
6823,Thanisandra,1343.0,2.0,2.0,75.0,2
6824,Thanisandra,1935.0,4.0,2.0,122.0,3
6825,Thanisandra,933.0,2.0,1.0,55.0,2
6826,Thanisandra,1183.0,2.0,1.0,77.3,2
6827,Thanisandra,662.0,1.0,0.0,38.0,1
6828,Thanisandra,1265.0,2.0,1.0,72.0,2
6829,Thanisandra,1595.0,3.0,1.0,105.0,3
6830,Thanisandra,1241.0,2.0,1.0,65.0,3
6831,Thanisandra,580.0,1.0,1.0,27.5,1
6832,Thanisandra,2087.0,4.0,2.0,139.0,3
6833,Thanisandra,1340.0,2.0,1.0,66.33,2
6834,Thanisandra,1098.0,2.0,1.0,71.0,2
6835,Thanisandra,1411.0,3.0,1.0,93.25,3
6836,Thanisandra,1262.0,2.0,1.0,65.0,3
6837,Thanisandra,1234.0,2.0,2.0,51.0,2
6838,Thanisandra,1732.0,3.0,1.0,112.0,3
6839,Thanisandra,933.0,1.0,1.0,61.0,1
6840,Thanisandra,1702.0,3.0,2.0,107.0,3
6841,Thanisandra,747.0,1.0,0.0,34.355,1
6842,Thanisandra,2030.0,4.0,1.0,125.0,3
6843,Thanisandra,1140.0,2.0,1.0,59.0,2
6844,Thanisandra,1948.0,4.0,2.0,129.0,4
6845,Thanisandra,1573.0,3.0,1.0,90.0,3
6846,Thanisandra,1056.0,2.0,2.0,70.0,2
6847,Thanisandra,1595.0,3.0,2.0,96.0,3
6848,Thanisandra,1732.0,3.0,1.0,85.73,3
6849,Thanisandra,1226.0,2.0,1.0,65.0,2
6850,Thanisandra,1245.0,2.0,1.0,83.05,2
6851,Thanisandra,1261.0,2.0,1.0,80.0,3
6852,Thanisandra,1884.0,4.0,2.0,117.0,3
6853,Thanisandra,965.0,2.0,1.0,54.0,2
6854,Thanisandra,1930.0,4.0,2.0,122.0,3
6855,Thanisandra,777.0,1.0,0.0,38.46,1
6856,Thanisandra,1241.0,2.0,1.0,68.0,3
6857,Thanisandra,1930.0,4.0,2.0,120.0,3
6858,Thanisandra,760.0,1.0,2.0,50.4,1
6859,Thanisandra,663.0,1.0,0.0,32.82,1
6860,Thanisandra,1801.0,3.0,2.0,115.0,3
6861,Thanisandra,1806.0,6.0,2.0,116.0,3
6862,Thanisandra,3671.0,4.0,1.0,220.0,4
6863,Thanisandra,1110.0,2.0,2.0,46.5,2
6864,Thanisandra,1305.0,2.0,2.0,90.0,2
6865,Thanisandra,1965.0,4.0,2.0,125.0,3
6866,Thanisandra,1573.0,3.0,2.0,100.0,3
6867,Thanisandra,1533.0,3.0,0.0,75.885,3
6868,Thanisandra,2259.0,3.0,2.0,112.0,4
6869,Thanisandra,1917.0,4.0,2.0,130.0,4
6870,Thanisandra,1226.0,2.0,1.0,65.59,2
6871,Thigalarapalya,3122.0,6.0,2.0,230.0,4
6872,Thigalarapalya,2072.0,4.0,2.0,142.0,3
6873,Thigalarapalya,1297.0,2.0,2.0,103.0,2
6874,Thigalarapalya,1418.0,2.0,2.0,95.0,2
6875,Thigalarapalya,3122.0,6.0,2.0,235.0,4
6876,Thigalarapalya,3122.0,6.0,2.0,245.0,4
6877,Thigalarapalya,2072.0,4.0,2.0,150.0,3
6878,Thigalarapalya,1418.0,2.0,2.0,103.0,2
6879,Thigalarapalya,1418.0,2.0,2.0,101.0,2
6880,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6881,Thigalarapalya,2072.0,4.0,2.0,139.0,3
6882,Thigalarapalya,3122.0,5.0,2.0,225.0,4
6883,Thigalarapalya,2912.0,6.0,2.0,210.0,4
6884,Thigalarapalya,1418.0,2.0,2.0,103.0,2
6885,Thigalarapalya,2072.0,4.0,2.0,159.0,3
6886,Thigalarapalya,2072.0,4.0,2.0,147.0,3
6887,Thigalarapalya,1418.0,2.0,2.0,106.0,2
6888,Thigalarapalya,2215.0,4.0,2.0,156.0,3
6889,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6890,Thigalarapalya,3122.0,6.0,2.0,237.0,4
6891,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6892,Thigalarapalya,1418.0,2.0,2.0,104.0,2
6893,Thigalarapalya,2072.0,4.0,2.0,139.0,3
6894,Thigalarapalya,2215.0,4.0,2.0,160.0,3
6895,Thigalarapalya,1418.0,2.0,2.0,106.0,2
6896,Thigalarapalya,2072.0,4.0,2.0,155.0,3
6897,Thigalarapalya,1830.0,4.0,2.0,135.0,3
6898,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6899,Thigalarapalya,2072.0,4.0,2.0,160.0,3
6900,Thigalarapalya,2215.0,4.0,2.0,150.0,3
6901,Thigalarapalya,2215.0,4.0,2.0,154.0,3
6902,Thigalarapalya,2072.0,4.0,2.0,152.0,3
6903,Thigalarapalya,2072.0,4.0,2.0,160.0,3
6904,Thigalarapalya,2072.0,4.0,2.0,155.0,3
6905,Thigalarapalya,3122.0,6.0,2.0,235.0,4
6906,Thigalarapalya,2072.0,4.0,2.0,153.0,3
6907,Thigalarapalya,2215.0,4.0,2.0,150.0,3
6908,Thigalarapalya,2072.0,4.0,2.0,157.0,3
6909,Thigalarapalya,1418.0,2.0,2.0,105.0,2
6910,Thigalarapalya,3362.0,5.0,2.0,249.0,4
6911,Thigalarapalya,3122.0,6.0,2.0,245.0,4
6912,Thigalarapalya,1830.0,3.0,2.0,133.0,3
6913,Thigalarapalya,2215.0,4.0,2.0,154.0,3
6914,Thigalarapalya,4190.0,4.0,2.0,325.0,4
6915,Thigalarapalya,2215.0,4.0,2.0,157.0,3
6916,Thigalarapalya,2072.0,4.0,2.0,151.0,3
6917,Thigalarapalya,4303.0,5.0,2.0,300.0,4
6918,Thigalarapalya,1400.0,2.0,2.0,105.0,2
6919,Thigalarapalya,2215.0,4.0,2.0,162.0,3
6920,Thigalarapalya,1297.0,2.0,2.0,98.0,2
6921,Thigalarapalya,2215.0,4.0,2.0,152.0,3
6922,Thubarahalli,3800.0,4.0,3.0,239.0,4
6923,Thubarahalli,1200.0,2.0,2.0,78.0,2
6924,Thubarahalli,1128.0,2.0,2.0,75.0,2
6925,Thubarahalli,1185.0,2.0,2.0,65.0,2
6926,Thubarahalli,975.0,2.0,1.0,55.0,2
6927,Thubarahalli,1330.0,2.0,1.0,75.0,2
6928,Thubarahalli,1085.0,2.0,1.0,70.0,2
6929,Thubarahalli,1216.0,2.0,1.0,80.0,2
6930,Thubarahalli,1200.0,2.0,2.0,79.0,2
6931,Thubarahalli,1200.0,2.0,2.0,80.0,2
6932,Thubarahalli,1200.0,2.0,2.0,79.55,2
6933,Thubarahalli,1540.0,3.0,3.0,90.0,3
6934,Thubarahalli,2625.0,3.0,3.0,175.0,3
6935,Thubarahalli,975.0,2.0,1.0,50.0,2
6936,Thubarahalli,1540.0,3.0,2.0,90.0,3
6937,Thubarahalli,1584.0,3.0,2.0,101.0,3
6938,Thyagaraja Nagar,800.0,1.0,1.0,100.0,1
6939,Thyagaraja Nagar,2000.0,4.0,2.0,145.0,5
6940,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3
6941,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2
6942,Tindlu,1500.0,2.0,1.0,87.0,3
6943,Tindlu,7500.0,7.0,2.0,400.0,7
6944,Tindlu,1357.0,2.0,2.0,65.0,3
6945,Tindlu,1500.0,3.0,1.0,87.0,3
6946,Tindlu,1370.07,3.0,1.0,65.0,3
6947,Tindlu,1165.0,2.0,2.0,59.8,2
6948,Tindlu,1050.0,2.0,2.0,55.0,2
6949,Tindlu,1100.0,2.0,2.0,55.0,2
6950,Tumkur Road,1500.0,3.0,3.0,95.0,3
6951,Tumkur Road,1779.0,3.0,2.0,112.0,3
6952,Tumkur Road,1586.0,3.0,1.0,100.0,3
6953,Tumkur Road,1098.0,2.0,1.0,72.0,2
6954,Tumkur Road,1354.0,3.0,1.0,90.0,3
6955,Tumkur Road,1240.0,2.0,1.0,84.0,3
6956,Tumkur Road,1239.0,2.0,1.0,82.0,2
6957,Tumkur Road,1246.0,2.0,1.0,82.0,2
6958,Tumkur Road,1500.0,3.0,3.0,100.0,3
6959,Tumkur Road,1789.0,3.0,2.0,98.0,3
6960,Tumkur Road,1416.0,3.0,1.0,94.0,3
6961,Tumkur Road,1027.0,2.0,1.0,60.0,2
6962,Tumkur Road,1027.0,2.0,1.0,68.62,2
6963,Tumkur Road,1459.0,2.0,1.0,95.0,3
6964,Tumkur Road,992.0,2.0,1.0,60.0,2
6965,Tumkur Road,1066.0,2.0,2.0,52.5,2
6966,Tumkur Road,1240.0,2.0,1.0,79.0,3
6967,Tumkur Road,1441.0,2.0,1.0,95.0,3
6968,Tumkur Road,1240.0,2.0,1.0,83.0,3
6969,Tumkur Road,1027.0,2.0,1.0,67.0,2
6970,Tumkur Road,1060.0,2.0,2.0,58.3,3
6971,Tumkur Road,1100.0,2.0,1.0,60.0,4
6972,Tumkur Road,1354.0,3.0,1.0,85.86,3
6973,Ulsoor,2135.0,3.0,2.0,215.0,3
6974,Ulsoor,2300.0,8.0,1.0,210.0,9
6975,Ulsoor,1275.0,2.0,2.0,120.0,2
6976,Ulsoor,1020.0,3.0,2.0,110.0,3
6977,Ulsoor,1180.0,2.0,2.0,100.0,2
6978,Ulsoor,1340.0,3.0,0.0,90.0,3
6979,Ulsoor,1500.0,2.0,2.0,125.0,3
6980,Ulsoor,2000.0,3.0,3.0,185.0,3
6981,Ulsoor,1255.0,2.0,3.0,120.0,2
6982,Ulsoor,1685.0,4.0,2.0,185.0,3
6983,Ulsoor,2500.0,4.0,0.0,170.0,4
6984,Ulsoor,2135.0,3.0,2.0,170.0,3
6985,Ulsoor,1160.0,2.0,1.0,130.0,2
6986,Uttarahalli,1440.0,2.0,3.0,62.0,3
6987,Uttarahalli,1143.0,2.0,2.0,45.0,2
6988,Uttarahalli,1020.0,2.0,2.0,45.0,2
6989,Uttarahalli,1286.0,2.0,2.0,63.0,2
6990,Uttarahalli,1101.0,2.0,0.0,45.0,2
6991,Uttarahalli,1345.0,2.0,1.0,67.0,2
6992,Uttarahalli,1135.0,2.0,2.0,39.73,3
6993,Uttarahalli,1540.0,3.0,0.0,50.0,3
6994,Uttarahalli,1175.0,2.0,2.0,47.0,2
6995,Uttarahalli,1390.0,2.0,2.0,62.55,3
6996,Uttarahalli,1330.0,2.0,1.0,56.0,3
6997,Uttarahalli,1008.0,2.0,3.0,45.0,2
6998,Uttarahalli,1390.0,2.0,2.0,60.47,3
6999,Uttarahalli,1617.0,3.0,3.0,66.68,3
7000,Uttarahalli,1150.0,2.0,1.0,49.0,2
7001,Uttarahalli,1330.0,2.0,1.0,56.0,3
7002,Uttarahalli,1200.0,2.0,2.0,44.0,2
7003,Uttarahalli,1385.0,2.0,2.0,48.48,3
7004,Uttarahalli,1330.0,2.0,2.0,46.55,3
7005,Uttarahalli,882.0,2.0,1.0,30.0,2
7006,Uttarahalli,993.0,2.0,1.0,39.71,2
7007,Uttarahalli,1045.0,2.0,1.0,45.0,2
7008,Uttarahalli,850.0,2.0,2.0,37.93,2
7009,Uttarahalli,1330.0,2.0,1.0,47.0,3
7010,Uttarahalli,3600.0,6.0,2.0,120.0,6
7011,Uttarahalli,1788.0,3.0,2.0,98.34,3
7012,Uttarahalli,1345.0,2.0,1.0,57.0,3
7013,Uttarahalli,1089.0,2.0,1.0,43.55,2
7014,Uttarahalli,1330.0,2.0,2.0,46.55,3
7015,Uttarahalli,1279.0,2.0,2.0,48.0,2
7016,Uttarahalli,1845.0,2.0,1.0,68.27,3
7017,Uttarahalli,1425.0,2.0,2.0,64.0,3
7018,Uttarahalli,1155.0,2.0,2.0,40.42,2
7019,Uttarahalli,1050.0,2.0,1.0,42.0,2
7020,Uttarahalli,1300.0,2.0,1.0,55.0,3
7021,Uttarahalli,1250.0,2.0,1.0,55.0,3
7022,Uttarahalli,1700.0,3.0,2.0,88.0,3
7023,Uttarahalli,1200.0,3.0,1.0,50.0,3
7024,Uttarahalli,1085.0,2.0,2.0,43.0,2
7025,Uttarahalli,1350.0,2.0,2.0,53.0,3
7026,Uttarahalli,1175.0,2.0,1.0,47.0,2
7027,Uttarahalli,1689.28,3.0,2.0,91.2,3
